longitude,latitude,median_house_value,population
-118.37,33.92,245600,556
-118.37,33.93,246300,503
-118.37,33.93,246900,255
-118.36,33.93,202500,392
-118.36,33.91,222500,1191
-118.36,33.91,225600,1184
-118.36,33.9,230000,1136
-118.36,33.9,231900,725
-118.37,33.91,227800,1334
-118.37,33.91,303700,812
-118.37,33.9,294800,707
-118.37,33.9,256300,177
-118.38,33.91,289600,1463
-118.35,33.91,231300,1282
-118.35,33.91,265000,1675
-118.35,33.91,241400,1485
-118.35,33.91,264500,1331
-118.35,33.91,272800,1337
-118.35,33.9,237000,2299
-118.35,33.91,269700,928
-118.35,33.91,244000,1236
-118.35,33.91,235400,1134
-118.36,33.91,243100,1366
-118.35,33.9,230000,565
-118.36,33.9,230400,640
-118.33,33.92,185400,670
-118.33,33.91,181800,1106
-118.34,33.91,202100,2536
-118.33,33.91,183300,962
-118.34,33.91,185700,2691
-118.34,33.92,193800,740
-118.34,33.91,192300,7429
-118.33,33.91,192700,7211
-118.31,33.91,177900,874
-118.31,33.91,181100,625
-118.32,33.91,180500,1073
-118.32,33.91,181300,640
-118.32,33.91,184500,605
-118.32,33.91,181300,1920
-118.32,33.91,180500,757
-118.32,33.9,188000,1882
-118.31,33.92,146400,672
-118.31,33.93,158000,926
-118.32,33.93,157800,804
-118.32,33.92,152800,710
-118.29,33.93,137200,3590
-118.29,33.92,145200,1293
-118.29,33.92,155500,906
-118.3,33.92,154700,1258
-118.3,33.93,169400,1140
-118.3,33.91,155100,1491
-118.3,33.91,172600,1530
-118.31,33.9,171300,891
-118.29,33.91,177500,1028
-118.29,33.9,159400,1067
-118.3,33.9,208800,1868
-118.3,33.9,224100,2099
-118.3,33.9,173600,1975
-118.3,33.9,181400,1726
-118.3,33.89,207800,1806
-118.3,33.89,218100,1369
-118.31,33.9,198400,1131
-118.29,33.89,208900,1072
-118.29,33.89,218200,1605
-118.29,33.88,218600,1175
-118.29,33.88,237000,3186
-118.3,33.87,214700,1510
-118.3,33.87,234900,823
-118.3,33.88,253600,807
-118.3,33.88,247700,563
-118.3,33.88,195300,885
-118.3,33.88,242100,1881
-118.31,33.88,242300,1491
-118.31,33.88,238000,1036
-118.31,33.88,237500,686
-118.31,33.9,194700,1724
-118.31,33.89,220600,1257
-118.31,33.89,231500,1192
-118.32,33.9,212100,831
-118.32,33.9,210300,1245
-118.32,33.9,216400,1316
-118.32,33.89,210100,1323
-118.32,33.89,220600,695
-118.32,33.89,242000,1270
-118.33,33.9,163900,5546
-118.34,33.9,224600,1309
-118.34,33.9,227300,355
-118.34,33.9,242700,628
-118.34,33.9,236600,706
-118.33,33.89,226900,982
-118.33,33.89,230800,897
-118.34,33.89,245900,1346
-118.34,33.89,244500,1232
-118.35,33.9,207900,2197
-118.35,33.9,225000,956
-118.35,33.9,232400,734
-118.35,33.89,229000,2175
-118.35,33.89,233900,1249
-118.36,33.9,205000,655
-118.35,33.9,220300,697
-118.35,33.89,240000,776
-118.36,33.89,228000,1266
-118.36,33.89,227600,723
-118.36,33.9,214000,2276
-118.36,33.89,215000,2141
-118.36,33.88,236800,1644
-118.36,33.88,260800,827
-118.36,33.88,267400,1611
-118.36,33.88,275000,930
-118.36,33.88,230700,829
-118.35,33.89,232700,1371
-118.35,33.88,238200,1097
-118.34,33.88,233300,493
-118.35,33.88,225800,480
-118.35,33.88,233900,1054
-118.35,33.88,237500,1150
-118.3,33.74,255000,950
-118.3,33.74,270500,887
-118.39,33.92,247200,61
-118.4,33.92,345800,695
-118.4,33.92,363800,1313
-118.4,33.93,376100,1000
-118.41,33.93,363900,1455
-118.41,33.92,358000,1132
-118.41,33.92,337500,1141
-118.41,33.93,339700,1225
-118.41,33.92,358000,590
-118.41,33.92,275000,674
-118.42,33.92,361300,1524
-118.42,33.92,346000,756
-118.42,33.93,341400,1466
-118.42,33.93,382200,2191
-118.42,33.9,500001,686
-118.43,33.9,500001,553
-118.4,33.9,492200,1087
-118.4,33.9,500001,920
-118.41,33.9,472100,1044
-118.41,33.9,500001,926
-118.44,33.88,500001,724
-118.42,33.9,500001,662
-118.42,33.9,500001,552
-118.41,33.89,500001,677
-118.41,33.89,500001,507
-118.41,33.89,500001,1600
-118.41,33.89,500001,1143
-118.41,33.89,500001,236
-118.4,33.9,477100,1098
-118.4,33.89,481500,1033
-118.4,33.89,500001,1149
-118.4,33.89,500001,807
-118.39,33.9,500001,1699
-118.38,33.89,379300,732
-118.39,33.89,460400,1056
-118.39,33.89,422700,750
-118.39,33.89,438100,389
-118.36,33.89,329200,371
-118.36,33.88,336200,709
-118.37,33.88,324000,669
-118.37,33.88,342600,417
-118.38,33.88,359400,561
-118.37,33.89,356800,1142
-118.37,33.88,335900,1219
-118.36,33.88,295800,1107
-118.36,33.87,293000,1275
-118.37,33.87,304200,361
-118.37,33.88,334200,811
-118.38,33.87,316900,1101
-118.38,33.88,345500,1421
-118.37,33.88,340700,1282
-118.36,33.87,281900,598
-118.36,33.87,290000,1300
-118.37,33.87,338600,1128
-118.37,33.87,294000,1573
-118.36,33.86,297400,1044
-118.36,33.86,295900,802
-118.36,33.86,305900,963
-118.37,33.86,324000,1243
-118.37,33.87,359900,891
-118.38,33.87,292900,2054
-118.38,33.87,321900,1467
-118.38,33.87,337900,1008
-118.39,33.87,340400,1329
-118.38,33.86,365500,1798
-118.38,33.86,352700,1182
-118.38,33.86,333800,1312
-118.38,33.86,329300,908
-118.38,33.87,337600,918
-118.38,33.88,456100,743
-118.38,33.88,453700,822
-118.39,33.88,474300,1098
-118.39,33.88,472700,843
-118.39,33.88,495500,1098
-118.39,33.88,500001,607
-118.39,33.88,470000,521
-118.38,33.88,442100,1031
-118.4,33.88,500001,1278
-118.4,33.88,500001,474
-118.4,33.88,500001,615
-118.41,33.88,500001,213
-118.4,33.88,500001,444
-118.41,33.88,500001,1033
-118.41,33.88,500001,371
-118.41,33.88,500001,498
-118.43,33.87,500001,344
-118.4,33.87,434500,2803
-118.39,33.87,394600,1087
-118.43,33.86,500001,162
-118.4,33.88,472700,634
-118.4,33.87,479500,719
-118.4,33.87,500001,911
-118.4,33.87,500001,842
-118.4,33.87,469800,1352
-118.4,33.87,500001,965
-118.39,33.86,392400,915
-118.39,33.86,368400,1735
-118.39,33.86,400700,1152
-118.4,33.86,380800,2286
-118.4,33.85,430000,919
-118.4,33.86,500001,938
-118.42,33.85,435000,799
-118.38,33.85,378100,2131
-118.38,33.85,384600,1647
-118.39,33.85,366200,1830
-118.41,33.85,336400,2853
-118.39,33.85,349000,670
-118.38,33.84,379800,2637
-118.38,33.83,384800,1070
-118.38,33.83,432700,1264
-118.38,33.84,355300,1157
-118.39,33.84,348600,965
-118.43,33.83,420200,2455
-118.39,33.83,500001,954
-118.39,33.82,500001,1526
-118.43,33.82,500001,946
-118.37,33.82,381200,1338
-118.38,33.82,439200,1311
-118.38,33.82,416700,547
-118.38,33.83,427200,902
-118.31,33.88,260700,1371
-118.32,33.87,271900,1967
-118.32,33.88,282100,828
-118.32,33.88,280300,947
-118.32,33.88,269000,722
-118.33,33.88,270000,899
-118.33,33.88,283300,811
-118.33,33.87,265600,373
-118.34,33.87,266600,2558
-118.34,33.88,298400,1885
-118.31,33.87,296300,1545
-118.31,33.86,325200,1051
-118.32,33.86,291700,1715
-118.32,33.87,283800,1212
-118.34,33.87,255900,601
-118.33,33.87,267100,1219
-118.33,33.87,278100,385
-118.32,33.86,252300,269
-118.33,33.86,255400,519
-118.33,33.86,259600,473
-118.33,33.86,248600,561
-118.34,33.86,279400,1162
-118.34,33.86,285900,1008
-118.34,33.87,286500,1445
-118.35,33.87,261300,886
-118.35,33.87,279600,1429
-118.35,33.87,257000,1369
-118.35,33.86,281500,1216
-118.35,33.86,271300,971
-118.34,33.84,309700,740
-118.33,33.84,314100,668
-118.34,33.84,331900,676
-118.34,33.83,358500,965
-118.34,33.83,350900,853
-118.36,33.86,330700,583
-118.35,33.85,354200,916
-118.35,33.85,348200,551
-118.36,33.85,334400,683
-118.36,33.86,332600,360
-118.37,33.85,341200,1278
-118.36,33.85,349300,509
-118.37,33.85,395300,2537
-118.35,33.84,354700,7180
-118.36,33.84,361300,6664
-118.37,33.85,410000,1626
-118.37,33.84,379000,1572
-118.35,33.83,342000,522
-118.36,33.83,353600,943
-118.36,33.84,343000,743
-118.37,33.84,342800,978
-118.36,33.83,343400,645
-118.36,33.83,350200,1439
-118.37,33.83,353400,601
-118.37,33.84,339000,819
-118.33,33.83,286400,5272
-118.32,33.85,234800,1859
-118.31,33.84,270700,1068
-118.32,33.83,318900,1160
-118.32,33.84,376100,897
-118.31,33.83,225000,382
-118.31,33.83,273000,1635
-118.31,33.82,279900,1902
-118.32,33.83,310000,2105
-118.31,33.82,323700,1160
-118.31,33.82,361700,1195
-118.31,33.81,362600,1679
-118.31,33.81,336000,905
-118.32,33.82,382100,1219
-118.32,33.82,379500,1254
-118.32,33.81,346200,1140
-118.32,33.81,357000,1109
-118.33,33.82,417800,2824
-118.34,33.8,446800,2123
-118.35,33.82,328900,3420
-118.36,33.82,339000,901
-118.37,33.82,387800,1319
-118.37,33.82,352700,1125
-118.37,33.82,366900,1115
-118.36,33.82,339500,522
-118.36,33.82,360800,2738
-118.36,33.82,330000,49
-118.36,33.81,378800,4458
-118.36,33.81,359900,881
-118.37,33.81,458300,817
-118.38,33.81,483600,954
-118.38,33.81,410300,703
-118.44,33.81,500001,1647
-118.38,33.82,500001,750
-118.36,33.81,356800,1113
-118.37,33.81,482200,2021
-118.37,33.81,500001,563
-118.38,33.81,488500,802
-118.38,33.81,500001,877
-118.39,33.81,487500,391
-118.38,33.81,500001,329
-118.33,33.79,365600,2069
-118.34,33.79,350000,388
-118.34,33.8,327700,1008
-118.34,33.8,318900,987
-118.35,33.8,311700,672
-118.35,33.8,500001,3152
-118.31,33.8,308900,1469
-118.32,33.8,285800,1593
-118.31,33.79,254700,1374
-118.31,33.8,277900,2420
-118.32,33.8,244800,729
-118.32,33.79,279900,1675
-118.32,33.79,315100,1264
-118.32,33.8,286400,2102
-118.31,33.79,250000,711
-118.31,33.78,383800,2411
-118.32,33.79,271100,3240
-118.34,33.78,500001,4168
-118.36,33.79,500001,2071
-118.37,33.79,500001,654
-118.36,33.8,500001,1042
-118.36,33.8,500001,966
-118.38,33.8,500001,1433
-118.45,33.8,500001,1490
-118.39,33.79,500001,1582
-118.4,33.78,500001,1653
-118.44,33.79,500001,635
-118.41,33.77,500001,2808
-118.46,33.77,500001,1101
-118.42,33.78,500001,802
-118.37,33.77,500001,2540
-118.38,33.77,500001,4649
-118.38,33.77,418300,4713
-118.38,33.79,500001,4474
-118.4,33.78,500001,2357
-118.42,33.75,500001,6897
-118.34,33.76,500001,1871
-118.35,33.74,500001,3392
-118.38,33.75,500001,3176
-118.39,33.71,500001,475
-118.41,33.75,500001,128
-118.31,33.77,416800,2757
-118.31,33.76,414700,1873
-118.31,33.75,357300,1303
-118.31,33.75,396400,1031
-118.33,33.77,500001,1534
-118.32,33.75,500001,1048
-118.32,33.75,500001,366
-118.32,33.74,500001,2248
-118.32,33.77,500001,259
-118.34,34.09,200000,998
-118.35,34.09,288900,1108
-118.35,34.09,266700,1526
-118.35,34.09,236100,1334
-118.36,34.09,312500,1594
-118.36,34.09,313600,773
-118.36,34.09,243800,1845
-118.36,34.09,283300,1365
-118.36,34.1,300000,2913
-118.36,34.09,200000,874
-118.36,34.09,383300,526
-118.37,34.09,383300,547
-118.37,34.09,300000,1690
-118.37,34.09,500001,1347
-118.37,34.09,225000,2559
-118.37,34.09,341700,1766
-118.37,34.09,400000,257
-118.37,34.08,312500,1847
-118.38,34.08,431400,652
-118.38,34.08,335300,1910
-118.39,34.08,430800,444
-118.38,34.08,450000,370
-118.38,34.09,281300,3148
-118.38,34.09,272900,1799
-118.39,34.09,362500,1634
-118.39,34.09,425000,785
-118.39,34.08,375000,349
-118.4,34.1,500001,1351
-118.4,34.09,500001,857
-118.39,34.08,500001,1407
-118.4,34.08,500001,1266
-118.41,34.09,500001,809
-118.42,34.09,500001,1024
-118.42,34.08,500001,770
-118.41,34.07,500001,1163
-118.41,34.07,500001,408
-118.38,34.07,500001,1235
-118.39,34.07,500001,2243
-118.39,34.07,500001,1153
-118.39,34.08,500001,2665
-118.4,34.07,500001,850
-118.37,34.06,500001,690
-118.38,34.06,500001,690
-118.39,34.06,500001,503
-118.38,34.06,500001,578
-118.39,34.06,500001,873
-118.39,34.06,500001,1291
-118.39,34.06,500001,1649
-118.4,34.06,500001,1725
-118.4,34.06,500001,1438
-118.4,34.06,500001,646
-118.4,34.06,500001,748
-118.41,34.06,500001,1015
-118.41,34.06,500001,1830
-118.41,34.07,500001,1076
-118.45,34.06,500001,1154
-118.49,34.05,500001,810
-118.49,34.04,500001,964
-118.49,34.04,500001,859
-118.5,34.04,500001,1143
-118.5,34.04,500001,769
-118.49,34.04,500001,1532
-118.49,34.03,435100,1487
-118.51,34.04,500001,483
-118.5,34.03,500001,547
-118.5,34.03,500001,671
-118.5,34.03,500001,851
-118.51,34.03,500001,1468
-118.52,34.02,500001,2713
-118.49,34.03,436700,1985
-118.5,34.03,383300,2767
-118.5,34.02,483300,2313
-118.5,34.02,291700,1492
-118.5,34.02,350000,1334
-118.52,34.01,500001,1014
-118.49,34.03,442100,1456
-118.49,34.03,450000,1208
-118.49,34.02,470800,1945
-118.48,34.03,353600,1143
-118.49,34.02,475000,1548
-118.49,34.02,330000,1238
-118.48,34.04,500001,724
-118.48,34.04,500001,1435
-118.48,34.04,500001,610
-118.48,34.04,500001,979
-118.47,34.04,350000,1310
-118.47,34.03,347900,1323
-118.48,34.03,381800,1074
-118.47,34.03,290600,1523
-118.47,34.03,340500,1303
-118.48,34.03,310000,414
-118.48,34.02,375000,1106
-118.48,34.02,375000,1019
-118.49,34.02,366700,1026
-118.46,34.03,327300,1042
-118.46,34.03,325000,886
-118.46,34.03,337500,317
-118.46,34.02,233300,1953
-118.47,34.02,297500,1759
-118.48,34.02,250000,150
-118.47,34.02,332500,2223
-118.48,34.02,330800,1425
-118.48,34.02,293800,983
-118.49,34.02,450000,716
-118.49,34.01,500001,333
-118.51,34.0,500001,679
-118.48,34.01,381500,1410
-118.48,34.0,370000,1058
-118.48,34.01,425000,1561
-118.49,34.0,500001,1463
-118.48,34.01,353800,719
-118.47,34.0,384400,668
-118.47,34.0,340500,574
-118.48,34.0,450000,1749
-118.48,34.0,500000,741
-118.48,34.0,500001,521
-118.5,33.99,500001,1268
-118.47,34.02,444400,986
-118.47,34.01,470800,1019
-118.47,34.01,462900,1047
-118.48,34.01,398300,1023
-118.47,34.01,418200,482
-118.46,34.01,500001,664
-118.46,34.01,500001,688
-118.47,34.01,480100,958
-118.47,34.01,461100,393
-118.47,34.01,413000,837
-118.45,34.02,421900,1212
-118.45,34.02,493400,565
-118.46,34.02,456200,1690
-118.46,34.02,473000,1225
-118.46,34.02,405400,1569
-118.37,34.03,196400,138
-118.38,34.03,266400,1295
-118.38,34.02,268600,1343
-118.39,34.02,279400,1312
-118.39,34.02,314500,1042
-118.38,34.01,304100,3922
-118.39,34.01,340600,543
-118.39,34.02,322900,1091
-118.39,34.01,355100,2101
-118.4,34.01,356300,618
-118.4,34.02,332800,371
-118.39,34.0,485700,826
-118.39,33.99,369200,1030
-118.39,33.99,314900,402
-118.39,34.0,339100,1104
-118.4,34.0,329400,872
-118.4,34.0,336000,751
-118.4,33.99,328100,704
-118.4,33.99,326700,591
-118.4,34.0,344300,1012
-118.4,34.01,351600,693
-118.41,34.01,333500,961
-118.41,34.0,331000,689
-118.41,34.01,500001,1218
-118.41,34.01,302500,1290
-118.41,34.01,285300,2475
-118.42,34.01,305000,997
-118.41,34.0,271400,268
-118.42,34.0,329800,883
-118.41,34.0,275000,69
-118.42,34.0,325000,734
-118.43,34.0,314300,1008
-118.43,33.99,323000,1190
-118.44,33.99,275000,156
-118.44,33.98,500001,7431
-118.38,33.99,228300,5127
-118.37,33.99,439100,1400
-118.36,33.99,313700,1449
-118.37,33.99,397000,1305
-118.38,33.98,500001,2519
-118.35,34.0,492500,740
-118.35,34.0,270400,1389
-118.35,33.99,269100,1115
-118.36,33.99,287100,1145
-118.36,33.99,268900,909
-118.35,33.99,222100,679
-118.34,34.0,314900,1183
-118.34,34.0,313300,1108
-118.33,34.0,247600,486
-118.34,34.0,296800,1018
-118.34,33.99,179400,437
-118.34,33.99,183000,497
-118.35,34.0,372000,1063
-118.6,34.13,472000,5452
-118.58,34.12,500001,324
-118.59,34.11,407000,1054
-118.6,34.09,438500,960
-118.6,34.08,380000,399
-118.6,34.07,433300,149
-118.69,34.08,500001,117
-118.66,34.1,500001,907
-118.63,34.11,448100,1521
-118.67,34.16,500001,6214
-118.68,34.08,500001,55
-118.68,34.13,500001,3029
-118.76,34.13,500001,2030
-118.75,34.1,377300,857
-118.72,34.14,318500,9873
-118.78,34.16,399200,12873
-118.8,34.15,356700,647
-118.75,34.17,346100,1228
-118.84,34.11,500001,2484
-118.82,34.14,385500,4054
-118.79,34.14,500001,1143
-118.74,34.05,500001,2782
-118.86,34.07,500001,970
-118.88,34.02,500001,5175
-118.85,34.04,500001,1509
-118.78,34.05,500001,487
-118.58,34.06,500001,1560
-118.6,34.02,500001,606
-118.62,34.06,500001,1530
-118.66,34.02,500001,2750
-117.76,34.71,106700,1694
-117.84,34.63,115100,4614
-117.78,34.58,120000,6163
-117.96,34.71,123900,1733
-118.09,34.74,104800,797
-118.06,34.71,150000,1228
-118.09,34.68,144000,10493
-118.11,34.68,140100,3489
-118.12,34.69,125700,1219
-118.12,34.68,131500,2439
-118.13,34.69,96800,1269
-118.13,34.68,102600,347
-118.1,34.65,187500,425
-118.09,34.71,159400,2602
-118.1,34.7,141100,4562
-118.09,34.7,138500,1543
-118.1,34.71,137500,1524
-118.12,34.71,104000,2789
-118.12,34.71,225000,14
-118.12,34.7,130000,2833
-118.13,34.7,93800,1078
-118.13,34.69,108800,1986
-118.12,34.69,113500,1580
-118.14,34.68,101100,1337
-118.14,34.69,100300,1108
-118.14,34.68,119600,1447
-118.14,34.68,126500,775
-118.16,34.68,85400,1571
-118.15,34.69,107500,712
-118.16,34.68,110900,2240
-118.15,34.67,146900,6291
-118.14,34.65,247200,551
-118.14,34.72,118100,1057
-118.16,34.71,117200,2680
-118.15,34.71,101400,709
-118.14,34.71,93000,1482
-118.14,34.71,86900,588
-118.15,34.71,97700,842
-118.14,34.7,98400,678
-118.14,34.7,102100,1071
-118.15,34.7,116300,1192
-118.16,34.7,127700,1365
-118.16,34.69,126800,1974
-118.14,34.69,100000,708
-118.14,34.69,94900,696
-118.28,34.76,163600,1817
-118.19,34.77,146400,704
-118.2,34.69,163400,7694
-118.17,34.69,171900,2188
-118.17,34.68,185600,2288
-118.19,34.67,167900,5731
-118.17,34.67,140300,3723
-118.19,34.65,126800,913
-118.17,34.66,173200,731
-118.22,34.67,179700,1162
-118.23,34.66,138200,1059
-118.22,34.66,152400,1867
-118.21,34.65,140100,2313
-118.23,34.65,136300,766
-118.27,34.68,185400,314
-118.29,34.65,218400,2837
-118.32,34.62,264900,884
-118.38,34.58,148900,913
-118.61,34.73,156700,1558
-118.4,34.7,151600,2164
-117.92,34.63,137500,53
-117.92,34.59,125600,485
-117.93,34.57,132700,3569
-117.9,34.53,135800,2169
-117.96,34.53,141000,1681
-117.98,34.53,135700,1492
-118.09,34.63,99200,1239
-118.02,34.62,96900,261
-118.18,34.63,228100,1677
-118.17,34.61,292200,978
-118.16,34.6,204400,4098
-118.12,34.6,94500,1459
-118.15,34.59,111400,1067
-118.16,34.6,154100,3123
-118.21,34.56,262100,1048
-118.22,34.63,222400,5839
-118.21,34.64,181100,1273
-118.12,34.58,102600,1949
-118.13,34.58,113500,1746
-118.14,34.57,167600,4892
-118.12,34.56,148500,3427
-118.1,34.58,103500,774
-118.1,34.58,106900,1517
-118.1,34.57,138100,11973
-118.09,34.57,142900,4970
-118.08,34.58,146600,631
-118.07,34.58,107400,1929
-118.06,34.58,109300,899
-118.08,34.58,116300,2169
-118.07,34.56,145500,5871
-118.08,34.56,137200,2846
-118.03,34.58,154300,4546
-118.02,34.57,151300,5391
-118.01,34.55,137400,1368
-118.08,34.55,141800,8152
-118.07,34.51,239900,1236
-118.37,34.43,225200,8721
-118.4,34.41,500001,1573
-118.35,34.52,333300,1710
-118.22,34.52,311600,2298
-118.26,34.5,340400,2275
-118.27,34.46,294000,1119
-118.13,34.44,319100,1773
-117.89,34.49,150800,1502
-117.96,34.48,159400,806
-117.79,34.45,165000,1355
-118.46,34.4,195300,10475
-118.5,34.45,220200,689
-118.5,34.52,251800,3032
-118.48,34.47,187500,29
-118.5,34.46,239400,4956
-118.52,34.44,185000,519
-118.53,34.44,233200,1356
-118.53,34.45,185500,508
-118.53,34.44,217800,650
-118.52,34.46,236200,7270
-118.53,34.45,220100,3002
-118.51,34.43,253700,3733
-118.46,34.42,169500,1884
-118.44,34.5,359000,1355
-118.45,34.44,187900,7030
-118.49,34.43,199600,4453
-118.49,34.42,213400,2082
-118.48,34.42,229000,728
-118.47,34.42,238500,530
-118.47,34.42,183000,1763
-118.43,34.42,218300,1799
-118.43,34.43,194600,9842
-118.55,34.44,237700,7087
-118.56,34.42,450000,233
-118.61,34.59,167100,2062
-118.7,34.53,236300,7158
-118.66,34.43,155000,1556
-118.59,34.47,154600,8733
-118.61,34.31,285200,868
-118.52,34.39,228100,3384
-118.53,34.38,136100,2305
-118.54,34.38,262100,1044
-118.52,34.4,311200,4768
-118.53,34.37,333700,1342
-118.54,34.37,323700,917
-118.52,34.36,500001,2024
-118.55,34.37,278100,3331
-118.56,34.37,202600,1984
-118.55,34.41,265100,9936
-118.55,34.38,282900,2803
-118.56,34.41,320900,6902
-118.55,34.39,323300,3789
-118.61,34.38,329500,1787
-117.86,34.24,14999,628
-118.12,34.23,162500,147
-118.35,34.32,191700,54
-118.38,34.3,183000,903
-118.29,34.36,375000,275
-119.53,37.34,179500,571
-119.51,37.32,214300,88
-119.56,37.29,114600,798
-119.45,37.21,95600,1603
-119.65,37.09,106300,707
-119.59,37.39,106500,1164
-119.66,37.39,124100,1003
-119.68,37.35,119800,925
-119.72,37.38,103700,989
-119.65,37.32,122300,820
-119.64,37.31,104400,1267
-119.6,37.29,137500,712
-119.62,37.33,147800,1268
-119.91,37.23,94400,1042
-119.85,37.1,80700,413
-119.68,37.19,96100,1508
-119.77,37.19,113600,2383
-119.67,37.27,123100,2284
-120.31,37.11,112500,985
-120.35,37.04,46300,858
-120.25,37.04,91700,1006
-120.16,37.12,79200,1261
-120.27,37.11,75900,674
-120.25,37.11,50500,1285
-120.26,37.11,50700,627
-120.27,37.12,52300,597
-120.27,37.12,57000,639
-120.27,37.12,81500,1580
-120.26,37.13,58800,648
-120.43,36.99,63800,673
-120.29,36.88,83900,943
-120.06,36.95,61900,454
-120.06,36.94,64300,700
-120.04,36.93,63300,2074
-120.05,36.95,65200,1339
-120.21,36.98,92200,861
-120.16,36.96,156300,393
-120.11,36.96,95300,1624
-120.08,37.06,95800,213
-120.09,37.0,74600,2374
-120.06,37.02,84900,3840
-119.94,37.04,88500,766
-120.09,37.02,81600,1057
-119.95,36.96,96000,1327
-120.02,36.95,53900,1976
-119.9,36.94,98500,1360
-119.85,36.97,102400,1607
-119.88,36.93,101200,1590
-119.87,36.93,111800,702
-120.07,36.98,59600,1399
-120.06,36.98,60400,1724
-120.05,36.98,61800,2463
-120.05,36.97,47100,983
-120.06,36.97,52800,1220
-120.07,36.97,48000,1564
-120.07,36.96,96500,557
-120.08,36.97,94200,1458
-120.1,36.96,90900,910
-120.09,36.95,119400,1425
-120.08,36.96,73800,954
-120.08,36.95,70700,476
-120.07,36.97,55000,587
-120.06,36.97,61700,1208
-120.05,36.96,52300,1092
-120.05,36.95,52500,913
-120.06,36.96,61400,723
-120.07,36.96,66100,471
-120.07,36.96,65200,549
-120.04,36.97,51600,1845
-120.04,36.96,51800,2091
-120.04,36.95,48300,1334
-119.98,36.9,62300,820
-119.81,36.92,121300,2047
-119.98,36.86,65000,1933
-120.13,36.87,61700,1765
-122.49,38.1,307000,491
-122.54,38.14,392100,1659
-122.55,38.1,255600,2341
-122.62,38.15,334900,1127
-122.59,38.13,290900,601
-122.58,38.15,423200,682
-122.57,38.11,215300,1583
-122.57,38.11,228600,1706
-122.59,38.12,287900,3445
-122.58,38.12,309500,1912
-122.6,38.11,201600,873
-122.6,38.11,301500,3594
-122.65,38.11,279200,1968
-122.61,38.09,368700,2311
-122.58,38.1,276300,5600
-122.58,38.08,285600,4406
-122.55,38.07,345000,555
-122.56,38.09,209800,4684
-122.56,38.06,295300,6109
-122.55,38.07,350800,1894
-122.41,38.07,435900,1812
-122.51,38.06,118800,5162
-122.53,38.01,67500,472
-122.44,38.03,179200,2146
-122.45,38.01,252700,2196
-122.53,38.01,310900,1318
-122.51,38.0,274200,1157
-122.49,38.0,400000,19
-122.55,38.03,293200,3063
-122.57,38.03,387700,911
-122.56,38.03,324800,815
-122.59,38.04,397300,1238
-122.57,38.02,314000,3798
-122.56,38.01,239500,840
-122.55,38.02,361500,1928
-122.55,38.01,342200,1657
-122.54,38.0,277000,1694
-122.55,38.0,301100,1395
-122.54,37.99,444000,818
-122.52,37.98,324200,2962
-122.54,37.98,371900,607
-122.55,37.99,319900,1398
-122.53,37.98,500001,810
-122.55,37.98,337500,1581
-122.51,37.99,433300,1541
-122.51,37.98,487800,1830
-122.51,37.97,329400,2100
-122.47,37.99,439200,2468
-122.46,37.98,500001,427
-122.49,37.99,420800,1916
-122.49,37.98,451700,460
-122.53,37.97,200000,228
-122.53,37.97,270800,700
-122.53,37.97,287500,1831
-122.54,37.97,352100,1833
-122.52,37.97,231300,265
-122.51,37.96,263800,1574
-122.52,37.96,331000,818
-122.53,37.97,268800,621
-122.52,37.95,500001,179
-122.53,37.96,290800,413
-122.47,37.95,187500,1986
-122.5,37.96,212500,45
-122.5,37.97,187500,5917
-122.64,38.01,292000,678
-122.64,38.01,266700,551
-122.68,38.01,255400,825
-122.7,38.03,309100,624
-122.65,38.01,305400,708
-122.59,37.97,275200,1872
-122.61,37.99,289600,3108
-122.62,37.97,316700,150
-122.59,37.99,302000,1899
-122.6,38.0,246600,1100
-122.59,38.01,414300,3450
-122.57,37.99,320100,926
-122.57,37.99,336900,2466
-122.57,37.98,355000,1178
-122.58,37.98,316300,1553
-122.58,37.98,292200,467
-122.56,37.98,345700,1111
-122.56,37.97,398900,735
-122.57,37.97,382100,2177
-122.55,37.97,500001,731
-122.57,37.96,500001,1449
-122.56,37.95,500001,933
-122.56,37.94,500001,653
-122.64,37.96,500001,151
-122.54,37.96,500001,596
-122.54,37.96,500001,996
-122.54,37.95,435700,971
-122.52,37.95,468800,1675
-122.53,37.95,271300,2980
-122.53,37.96,470500,1549
-122.53,37.93,393200,887
-122.54,37.93,431800,970
-122.54,37.94,435200,1519
-122.54,37.94,405500,1550
-122.52,37.94,500001,600
-122.53,37.94,200000,384
-122.52,37.93,333900,1219
-122.51,37.92,375000,1022
-122.52,37.92,500001,163
-122.53,37.92,410500,723
-122.53,37.93,310300,648
-122.53,37.92,390800,608
-122.52,37.92,317800,334
-122.5,37.92,349200,1013
-122.5,37.92,300900,974
-122.49,37.92,386200,849
-122.51,37.91,310000,203
-122.48,37.93,318000,1385
-122.46,37.88,500001,812
-122.47,37.87,500001,1315
-122.45,37.91,500001,935
-122.5,37.91,441100,2755
-122.49,37.89,500001,541
-122.47,37.89,500001,3895
-122.45,37.9,500001,1292
-122.5,37.88,474600,2100
-122.51,37.89,458300,1233
-122.53,37.91,500001,999
-122.53,37.9,327200,1232
-122.54,37.9,370000,937
-122.54,37.91,489000,1159
-122.55,37.92,500001,859
